Food code;Main food description;Subcode;Subcode description;WWEIA Category number;WWEIA Category description;Seq num;Portion description;Portion weight (g)
11513600;Chocolate milk, made from syrup with low fat milk;;;1206;Flavored milk, lowfat;1;1 cup;248
11513600;Chocolate milk, made from syrup with low fat milk;;;1206;Flavored milk, lowfat;2;1 fl oz;31
11513600;Chocolate milk, made from syrup with low fat milk;;;1206;Flavored milk, lowfat;3;Quantity not specified;248
11513700;Chocolate milk, made from syrup with fat free milk;;;1208;Flavored milk, nonfat;1;1 cup;248
11513700;Chocolate milk, made from syrup with fat free milk;;;1208;Flavored milk, nonfat;2;1 fl oz;31
11513700;Chocolate milk, made from syrup with fat free milk;;;1208;Flavored milk, nonfat;3;Quantity not specified;248
11513750;Chocolate milk, made from syrup with non-dairy milk;;;1404;Milk substitutes;1;1 cup;248
11513750;Chocolate milk, made from syrup with non-dairy milk;;;1404;Milk substitutes;2;1 fl oz;31
11513750;Chocolate milk, made from syrup with non-dairy milk;;;1404;Milk substitutes;3;Quantity not specified;248
11513800;Chocolate milk, made from light syrup, NS as to type of milk;;;1204;Flavored milk, reduced fat;1;1 cup;248
11513800;Chocolate milk, made from light syrup, NS as to type of milk;;;1204;Flavored milk, reduced fat;2;1 fl oz;31
11513800;Chocolate milk, made from light syrup, NS as to type of milk;;;1204;Flavored milk, reduced fat;3;Quantity not specified;248
11513801;Chocolate milk, made from light syrup with whole milk;;;1202;Flavored milk, whole;1;1 cup;248
11513801;Chocolate milk, made from light syrup with whole milk;;;1202;Flavored milk, whole;2;1 fl oz;31
11513801;Chocolate milk, made from light syrup with whole milk;;;1202;Flavored milk, whole;3;Quantity not specified;248
11513802;Chocolate milk, made from light syrup with reduced fat milk;;;1204;Flavored milk, reduced fat;1;1 cup;248
11513802;Chocolate milk, made from light syrup with reduced fat milk;;;1204;Flavored milk, reduced fat;2;1 fl oz;31
11513802;Chocolate milk, made from light syrup with reduced fat milk;;;1204;Flavored milk, reduced fat;3;Quantity not specified;248
11513803;Chocolate milk, made from light syrup with low fat milk;;;1206;Flavored milk, lowfat;1;1 cup;248
11513803;Chocolate milk, made from light syrup with low fat milk;;;1206;Flavored milk, lowfat;2;1 fl oz;31
11513803;Chocolate milk, made from light syrup with low fat milk;;;1206;Flavored milk, lowfat;3;Quantity not specified;248
11513804;Chocolate milk, made from light syrup with fat free milk;;;1208;Flavored milk, nonfat;1;1 cup;248
11513804;Chocolate milk, made from light syrup with fat free milk;;;1208;Flavored milk, nonfat;2;1 fl oz;31
11513804;Chocolate milk, made from light syrup with fat free milk;;;1208;Flavored milk, nonfat;3;Quantity not specified;248
11513805;Chocolate milk, made from light syrup with non-dairy milk;;;1404;Milk substitutes;1;1 cup;248
11513805;Chocolate milk, made from light syrup with non-dairy milk;;;1404;Milk substitutes;2;1 fl oz;31
11513805;Chocolate milk, made from light syrup with non-dairy milk;;;1404;Milk substitutes;3;Quantity not specified;248
11513850;Chocolate milk, made from sugar free syrup, NS as to type of milk;;;1204;Flavored milk, reduced fat;1;1 cup;248
11513850;Chocolate milk, made from sugar free syrup, NS as to type of milk;;;1204;Flavored milk, reduced fat;2;1 fl oz;31
11513850;Chocolate milk, made from sugar free syrup, NS as to type of milk;;;1204;Flavored milk, reduced fat;3;Quantity not specified;248
11513851;Chocolate milk, made from sugar free syrup with whole milk;;;1202;Flavored milk, whole;1;1 cup;248
11513851;Chocolate milk, made from sugar free syrup with whole milk;;;1202;Flavored milk, whole;2;1 fl oz;31
11513851;Chocolate milk, made from sugar free syrup with whole milk;;;1202;Flavored milk, whole;3;Quantity not specified;248
11513852;Chocolate milk, made from sugar free syrup with reduced fat milk;;;1204;Flavored milk, reduced fat;1;1 cup;248
11513852;Chocolate milk, made from sugar free syrup with reduced fat milk;;;1204;Flavored milk, reduced fat;2;1 fl oz;31
11513852;Chocolate milk, made from sugar free syrup with reduced fat milk;;;1204;Flavored milk, reduced fat;3;Quantity not specified;248
11513853;Chocolate milk, made from sugar free syrup with low fat milk;;;1206;Flavored milk, lowfat;1;1 cup;248
11513853;Chocolate milk, made from sugar free syrup with low fat milk;;;1206;Flavored milk, lowfat;2;1 fl oz;31
11513853;Chocolate milk, made from sugar free syrup with low fat milk;;;1206;Flavored milk, lowfat;3;Quantity not specified;248
11513854;Chocolate milk, made from sugar free syrup with fat free milk;;;1208;Flavored milk, nonfat;1;1 cup;248
11513854;Chocolate milk, made from sugar free syrup with fat free milk;;;1208;Flavored milk, nonfat;2;1 fl oz;31
11513854;Chocolate milk, made from sugar free syrup with fat free milk;;;1208;Flavored milk, nonfat;3;Quantity not specified;248
11513855;Chocolate milk, made from sugar free syrup with non-dairy milk;;;1404;Milk substitutes;1;1 cup;248
11513855;Chocolate milk, made from sugar free syrup with non-dairy milk;;;1404;Milk substitutes;2;1 fl oz;31
11513855;Chocolate milk, made from sugar free syrup with non-dairy milk;;;1404;Milk substitutes;3;Quantity not specified;248
11514100;Hot chocolate / Cocoa, made with dry mix and water;;;1208;Flavored milk, nonfat;2;1 cup;248
11514100;Hot chocolate / Cocoa, made with dry mix and water;;;1208;Flavored milk, nonfat;3;1 fl oz;31
11514100;Hot chocolate / Cocoa, made with dry mix and water;;;1208;Flavored milk, nonfat;4;Quantity not specified;206
11514100;Hot chocolate / Cocoa, made with dry mix and water;;;1208;Flavored milk, nonfat;5;1 packet, reconstituted;206
11514110;Hot chocolate / Cocoa, made with dry mix and whole milk;;;1202;Flavored milk, whole;1;1 cup;248
11514110;Hot chocolate / Cocoa, made with dry mix and whole milk;;;1202;Flavored milk, whole;2;1 fl oz;31
11514110;Hot chocolate / Cocoa, made with dry mix and whole milk;;;1202;Flavored milk, whole;3;1 packet, reconstituted;211
11514110;Hot chocolate / Cocoa, made with dry mix and whole milk;;;1202;Flavored milk, whole;4;Quantity not specified;211
11514120;Hot chocolate / Cocoa, made with dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;1;1 cup;248
11514120;Hot chocolate / Cocoa, made with dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;2;1 fl oz;31
11514120;Hot chocolate / Cocoa, made with dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;3;1 packet, reconstituted;211
11514120;Hot chocolate / Cocoa, made with dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;4;Quantity not specified;211
11514130;Hot chocolate / Cocoa, made with dry mix and low fat milk;;;1206;Flavored milk, lowfat;1;1 cup;248
11514130;Hot chocolate / Cocoa, made with dry mix and low fat milk;;;1206;Flavored milk, lowfat;2;1 fl oz;31
11514130;Hot chocolate / Cocoa, made with dry mix and low fat milk;;;1206;Flavored milk, lowfat;3;1 packet, reconstituted;211
11514130;Hot chocolate / Cocoa, made with dry mix and low fat milk;;;1206;Flavored milk, lowfat;4;Quantity not specified;211
11514140;Hot chocolate / Cocoa, made with dry mix and fat free milk;;;1208;Flavored milk, nonfat;1;1 cup;248
11514140;Hot chocolate / Cocoa, made with dry mix and fat free milk;;;1208;Flavored milk, nonfat;2;1 fl oz;31
11514140;Hot chocolate / Cocoa, made with dry mix and fat free milk;;;1208;Flavored milk, nonfat;3;1 packet, reconstituted;211
11514140;Hot chocolate / Cocoa, made with dry mix and fat free milk;;;1208;Flavored milk, nonfat;4;Quantity not specified;211
11514150;Hot chocolate / Cocoa, made with dry mix and non-dairy milk;;;1404;Milk substitutes;1;1 cup;248
11514150;Hot chocolate / Cocoa, made with dry mix and non-dairy milk;;;1404;Milk substitutes;2;1 fl oz;31
11514150;Hot chocolate / Cocoa, made with dry mix and non-dairy milk;;;1404;Milk substitutes;3;1 packet, reconstituted;211
11514150;Hot chocolate / Cocoa, made with dry mix and non-dairy milk;;;1404;Milk substitutes;4;Quantity not specified;211
11514310;Hot chocolate / Cocoa, made with no sugar added dry mix and water;;;1208;Flavored milk, nonfat;1;1 packet, reconstituted;194
11514310;Hot chocolate / Cocoa, made with no sugar added dry mix and water;;;1208;Flavored milk, nonfat;2;1 cup;248
11514310;Hot chocolate / Cocoa, made with no sugar added dry mix and water;;;1208;Flavored milk, nonfat;3;1 fl oz;31
11514310;Hot chocolate / Cocoa, made with no sugar added dry mix and water;;;1208;Flavored milk, nonfat;4;Quantity not specified;194
11514320;Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk;;;1202;Flavored milk, whole;1;1 packet, reconstituted;199
11514320;Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk;;;1202;Flavored milk, whole;2;1 cup;248
11514320;Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk;;;1202;Flavored milk, whole;3;1 fl oz;31
11514320;Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk;;;1202;Flavored milk, whole;4;Quantity not specified;199
11514330;Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;1;1 packet, reconstituted;199
11514330;Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;2;1 cup;248
11514330;Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;3;1 fl oz;31
11514330;Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk;;;1204;Flavored milk, reduced fat;4;Quantity not specified;199
11514340;Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk;;;1206;Flavored milk, lowfat;1;1 packet, reconstituted;199
11514340;Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk;;;1206;Flavored milk, lowfat;2;1 cup;248
11514340;Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk;;;1206;Flavored milk, lowfat;3;1 fl oz;31
11514340;Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk;;;1206;Flavored milk, lowfat;4;Quantity not specified;199
11514350;Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk;;;1208;Flavored milk, nonfat;1;1 packet, reconstituted;199
11514350;Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk;;;1208;Flavored milk, nonfat;2;1 cup;248
11514350;Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk;;;1208;Flavored milk, nonfat;3;1 fl oz;31
11514350;Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk;;;1208;Flavored milk, nonfat;4;Quantity not specified;199
11514360;Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk;;;1404;Milk substitutes;1;1 packet, reconstituted;199
11514360;Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk;;;1404;Milk substitutes;2;1 cup;248
11514360;Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk;;;1404;Milk substitutes;3;1 fl oz;31
11514360;Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk;;;1404;Milk substitutes;4;Quantity not specified;199
11519040;Strawberry milk, NFS;;;1204;Flavored milk, reduced fat;1;1 fl oz;31
11519040;Strawberry milk, NFS;;;1204;Flavored milk, reduced fat;2;1 cup;248
11519040;Strawberry milk, NFS;;;1204;Flavored milk, reduced fat;3;1 individual school container;248
11519040;Strawberry milk, NFS;;;1204;Flavored milk, reduced fat;4;Quantity not specified;248
11519050;Strawberry milk, whole;;;1202;Flavored milk, whole;1;1 cup;248
11519050;Strawberry milk, whole;;;1202;Flavored milk, whole;2;1 fl oz;31
11519050;Strawberry milk, whole;;;1202;Flavored milk, whole;3;Quantity not specified;248
11519050;Strawberry milk, whole;;;1202;Flavored milk, whole;5;1 individual school container;248
11519105;Strawberry milk, reduced fat;;;1204;Flavored milk, reduced fat;1;1 cup;248
11519105;Strawberry milk, reduced fat;;;1204;Flavored milk, reduced fat;2;1 fl oz;31
11519105;Strawberry milk, reduced fat;;;1204;Flavored milk, reduced fat;3;1 individual school container;248
11519105;Strawberry milk, reduced fat;;;1204;Flavored milk, reduced fat;4;Quantity not specified;248
11519200;Strawberry milk, low fat;;;1206;Flavored milk, lowfat;1;1 cup;248
11519200;Strawberry milk, low fat;;;1206;Flavored milk, lowfat;2;1 fl oz;31
11519200;Strawberry milk, low fat;;;1206;Flavored milk, lowfat;3;1 individual school container;248
11519200;Strawberry milk, low fat;;;1206;Flavored milk, lowfat;4;Quantity not specified;248
11519205;Strawberry milk, fat free;;;1208;Flavored milk, nonfat;1;1 fl oz;31
11519205;Strawberry milk, fat free;;;1208;Flavored milk, nonfat;2;1 cup;248
11519205;Strawberry milk, fat free;;;1208;Flavored milk, nonfat;3;1 individual school container;248
11519205;Strawberry milk, fat free;;;1208;Flavored milk, nonfat;4;Quantity not specified;248
11519210;Strawberry milk, reduced sugar;;;1206;Flavored milk, lowfat;1;1 cup;248
11519210;Strawberry milk, reduced sugar;;;1206;Flavored milk, lowfat;2;1 fl oz;31
11519210;Strawberry milk, reduced sugar;;;1206;Flavored milk, lowfat;3;1 individual school container;248
11519210;Strawberry milk, reduced sugar;;;1206;Flavored milk, lowfat;4;Quantity not specified;248
11519215;Strawberry milk, non-dairy;;;1404;Milk substitutes;1;1 cup;248
11519215;Strawberry milk, non-dairy;;;1404;Milk substitutes;2;1 fl oz;31
11519215;Strawberry milk, non-dairy;;;1404;Milk substitutes;3;Quantity not specified;248
11526000;Milk, malted;;;1204;Flavored milk, reduced fat;1;1 cup;256
11526000;Milk, malted;;;1204;Flavored milk, reduced fat;2;1 fl oz;32
11526000;Milk, malted;;;1204;Flavored milk, reduced fat;3;Quantity not specified;256
11531000;Eggnog;;;1402;Milk shakes and other dairy drinks;1;1 cup;256
11531000;Eggnog;;;1402;Milk shakes and other dairy drinks;2;1 fl oz;32
11531000;Eggnog;;;1402;Milk shakes and other dairy drinks;3;Quantity not specified;256
11541110;Milk shake, home recipe, chocolate;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;28
11541110;Milk shake, home recipe, chocolate;;;1402;Milk shakes and other dairy drinks;2;1 milkshake (10 fl oz);280
11541110;Milk shake, home recipe, chocolate;;;1402;Milk shakes and other dairy drinks;3;1 cup;224
11541110;Milk shake, home recipe, chocolate;;;1402;Milk shakes and other dairy drinks;4;Quantity not specified;280
11541120;Milk shake, home recipe, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;28
11541120;Milk shake, home recipe, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;2;1 milkshake (10 fl oz);280
11541120;Milk shake, home recipe, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;3;1 cup;224
11541120;Milk shake, home recipe, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;4;Quantity not specified;280
11541130;Milk shake, home recipe, chocolate, light;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;28
11541130;Milk shake, home recipe, chocolate, light;;;1402;Milk shakes and other dairy drinks;2;1 cup;224
11541130;Milk shake, home recipe, chocolate, light;;;1402;Milk shakes and other dairy drinks;3;Quantity not specified;280
11541135;Milk shake, home recipe, flavors other than chocolate, light;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;28
11541135;Milk shake, home recipe, flavors other than chocolate, light;;;1402;Milk shakes and other dairy drinks;2;1 cup;224
11541135;Milk shake, home recipe, flavors other than chocolate, light;;;1402;Milk shakes and other dairy drinks;3;Quantity not specified;280
11541400;Milk shake with malt;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;28
11541400;Milk shake with malt;;;1402;Milk shakes and other dairy drinks;2;1 milkshake (10 fl oz);280
11541400;Milk shake with malt;;;1402;Milk shakes and other dairy drinks;3;Quantity not specified;280
11542100;Milk shake, fast food, chocolate;;;1402;Milk shakes and other dairy drinks;2;1 small;405
11542100;Milk shake, fast food, chocolate;;;1402;Milk shakes and other dairy drinks;3;1 medium;526
11542100;Milk shake, fast food, chocolate;;;1402;Milk shakes and other dairy drinks;4;1 large;690
11542100;Milk shake, fast food, chocolate;;;1402;Milk shakes and other dairy drinks;5;1 fl oz;28
11542100;Milk shake, fast food, chocolate;;;1402;Milk shakes and other dairy drinks;6;1 cup;224
11542100;Milk shake, fast food, chocolate;;;1402;Milk shakes and other dairy drinks;7;Quantity not specified;405
11542200;Milk shake, fast food, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;2;1 small;405
11542200;Milk shake, fast food, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;3;1 medium;526
11542200;Milk shake, fast food, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;4;1 large;690
11542200;Milk shake, fast food, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;5;1 fl oz;28
11542200;Milk shake, fast food, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;6;1 cup;224
11542200;Milk shake, fast food, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;7;Quantity not specified;405
11543000;Milk shake, bottled, chocolate;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;31
11543000;Milk shake, bottled, chocolate;;;1402;Milk shakes and other dairy drinks;2;1 cup;248
11543000;Milk shake, bottled, chocolate;;;1402;Milk shakes and other dairy drinks;3;1 bottle (12 fl oz);372
11543000;Milk shake, bottled, chocolate;;;1402;Milk shakes and other dairy drinks;4;Quantity not specified;372
11543010;Milk shake, bottled, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;1;1 fl oz;31
11543010;Milk shake, bottled, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;2;1 cup;248
11543010;Milk shake, bottled, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;3;1 bottle (12 fl oz);372
11543010;Milk shake, bottled, flavors other than chocolate;;;1402;Milk shakes and other dairy drinks;4;Quantity not specified;372
11551050;Licuado or Batido;;;7220;Smoothies and grain drinks;1;1 fl oz;27
11551050;Licuado or Batido;;;7220;Smoothies and grain drinks;2;1 cup;216
11551050;Licuado or Batido;;;7220;Smoothies and grain drinks;3;Quantity not specified;324
11553100;Fruit smoothie, NFS;;;7220;Smoothies and grain drinks;1;1 fl oz;27
11553100;Fruit smoothie, NFS;;;7220;Smoothies and grain drinks;2;1 cup;216
11553100;Fruit smoothie, NFS;;;7220;Smoothies and grain drinks;4;Quantity not specified;324
11553100;Fruit smoothie, NFS;;;7220;Smoothies and grain drinks;5;1 small;540
11553100;Fruit smoothie, NFS;;;7220;Smoothies and grain drinks;6;1 medium;864
11553100;Fruit smoothie, NFS;;;7220;Smoothies and grain drinks;7;1 large;1080
11553110;Fruit smoothie, with whole fruit and dairy;;;7220;Smoothies and grain drinks;1;1 fl oz;27
11553110;Fruit smoothie, with whole fruit and dairy;;;7220;Smoothies and grain drinks;2;1 cup;216
11553110;Fruit smoothie, with whole fruit and dairy;;;7220;Smoothies and grain drinks;3;1 small;540
11553110;Fruit smoothie, with whole fruit and dairy;;;7220;Smoothies and grain drinks;4;1 medium;864
11553110;Fruit smoothie, with whole fruit and dairy;;;7220;Smoothies and grain drinks;5;1 large;1080
11553110;Fruit smoothie, with whole fruit and dairy;;;7220;Smoothies and grain drinks;6;Quantity not specified;324
11553120;Fruit smoothie, with whole fruit and dairy, added protein;;;7220;Smoothies and grain drinks;1;1 fl oz;27
11553120;Fruit smoothie, with whole fruit and dairy, added protein;;;7220;Smoothies and grain drinks;2;1 cup;216
11553120;Fruit smoothie, with whole fruit and dairy, added protein;;;7220;Smoothies and grain drinks;3;1 small;540
11553120;Fruit smoothie, with whole fruit and dairy, added protein;;;7220;Smoothies and grain drinks;4;1 medium;864
11553120;Fruit smoothie, with whole fruit and dairy, added protein;;;7220;Smoothies and grain drinks;5;1 large;1080
11553120;Fruit smoothie, with whole fruit and dairy, added protein;;;7220;Smoothies and grain drinks;6;Quantity not specified;324
11553130;Fruit smoothie juice drink, with dairy;;;7220;Smoothies and grain drinks;1;1 fl oz;27
11553130;Fruit smoothie juice drink, with dairy;;;7220;Smoothies and grain drinks;2;1 cup;216
11553130;Fruit smoothie juice drink, with dairy;;;7220;Smoothies and grain drinks;3;1 small;540
11553130;Fruit smoothie juice drink, with dairy;;;7220;Smoothies and grain drinks;4;1 medium;864
11553130;Fruit smoothie juice drink, with dairy;;;7220;Smoothies and grain drinks;5;1 large;1080
11553130;Fruit smoothie juice drink, with dairy;;;7220;Smoothies and grain drinks;6;Quantity not specified;324
11560000;Chocolate milk drink;;;1402;Milk shakes and other dairy drinks;2;1 cup;248
11560000;Chocolate milk drink;;;1402;Milk shakes and other dairy drinks;3;1 fl oz;31
11560000;Chocolate milk drink;;;1402;Milk shakes and other dairy drinks;4;Quantity not specified;248
11710000;Infant formula, NFS;;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710000;Infant formula, NFS;;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710050;Infant formula, NS as to form (Similac Expert Care Alimentum);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710050;Infant formula, NS as to form (Similac Expert Care Alimentum);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710051;Infant formula, ready-to-feed (Similac Expert Care Alimentum);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710051;Infant formula, ready-to-feed (Similac Expert Care Alimentum);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710053;Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710053;Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710054;Infant formula, powder, made with tap water (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710054;Infant formula, powder, made with tap water (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710055;Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710055;Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710056;Infant formula, powder, made with baby water (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710056;Infant formula, powder, made with baby water (Similac Expert Care Alimentum);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710350;Infant formula, NS as to form (Similac Advance);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710350;Infant formula, NS as to form (Similac Advance);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710351;Infant formula, ready-to-feed (Similac Advance);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710351;Infant formula, ready-to-feed (Similac Advance);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710352;Infant formula, liquid concentrate, made with water, NFS (Similac Advance);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710352;Infant formula, liquid concentrate, made with water, NFS (Similac Advance);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710353;Infant formula, powder, made with water, NFS (Similac Advance);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710353;Infant formula, powder, made with water, NFS (Similac Advance);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710354;Infant formula, liquid concentrate, made with tap water (Similac Advance);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710354;Infant formula, liquid concentrate, made with tap water (Similac Advance);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710355;Infant formula, liquid concentrate, made with plain bottled water (Similac Advance);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710355;Infant formula, liquid concentrate, made with plain bottled water (Similac Advance);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710356;Infant formula, liquid concentrate, made with baby water (Similac Advance);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710356;Infant formula, liquid concentrate, made with baby water (Similac Advance);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710357;Infant formula, powder, made with tap water (Similac Advance);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
11710357;Infant formula, powder, made with tap water (Similac Advance);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710358;Infant formula, powder, made with plain bottled water (Similac Advance);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
11710358;Infant formula, powder, made with plain bottled water (Similac Advance);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710359;Infant formula, powder, made with baby water (Similac Advance);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
11710359;Infant formula, powder, made with baby water (Similac Advance);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710360;Infant formula, NS as to form (Similac Advance Organic);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710360;Infant formula, NS as to form (Similac Advance Organic);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710361;Infant formula, ready-to-feed (Similac Advance Organic);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710361;Infant formula, ready-to-feed (Similac Advance Organic);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710363;Infant formula, powder, made with water, NFS (Similac Advance Organic);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710363;Infant formula, powder, made with water, NFS (Similac Advance Organic);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710367;Infant formula, powder, made with tap water (Similac Advance Organic);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710367;Infant formula, powder, made with tap water (Similac Advance Organic);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710368;Infant formula, powder, made with plain bottled water (Similac Advance Organic);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710368;Infant formula, powder, made with plain bottled water (Similac Advance Organic);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710369;Infant formula, powder, made with baby water (Similac Advance Organic);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710369;Infant formula, powder, made with baby water (Similac Advance Organic);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710370;Infant formula, NS as to form (Similac Sensitive);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710370;Infant formula, NS as to form (Similac Sensitive);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710371;Infant formula, ready-to-feed (Similac Sensitive);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710371;Infant formula, ready-to-feed (Similac Sensitive);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710372;Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710372;Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710373;Infant formula, powder, made with water, NFS (Similac Sensitive);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710373;Infant formula, powder, made with water, NFS (Similac Sensitive);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710374;Infant formula, liquid concentrate, made with tap water (Similac Sensitive);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710374;Infant formula, liquid concentrate, made with tap water (Similac Sensitive);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710375;Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710375;Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710376;Infant formula, liquid concentrate, made with baby water (Similac Sensitive);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,4
11710376;Infant formula, liquid concentrate, made with baby water (Similac Sensitive);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710377;Infant formula, powder, made with tap water (Similac Sensitive);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
11710377;Infant formula, powder, made with tap water (Similac Sensitive);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710378;Infant formula, powder, made with plain bottled water (Similac Sensitive);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
